Flybase ID	Gene symbol	oocyte 2day_A	oocyte 2day_B	oocyte 2day_C	oocyte 8day_A	oocyte 8day_B	oocyte 8day_C	oocyte 12day_A	oocyte 12day_B	oocyte 12day_C	embryo 0-2hr_A	embryo 0-2hr_B	embryo 0-2hr_C	ttest 12 vs. 2 RPFs	fold change 12/2 RPFs
FBgn0010380	AP-1-2beta	260.6	240.9	277.3	116.6	111.1	120.2	98.8	72.2	84.4	297.4	266.4	245.9	1.80E-04	0.33
FBgn0029506	Tsp42Ee	369.2	345.5	354.0	255.5	153.1	233.2	82.6	141.0	99.4	639.2	663.2	680.0	1.85E-04	0.30
FBgn0260484	HIP	956.4	995.2	1173.0	677.7	589.7	598.6	164.9	127.0	115.4	1279.3	1101.2	2097.0	1.87E-04	0.13
FBgn0030959	CG6961	53.6	58.6	63.2	31.4	37.5	24.6	6.1	14.3	10.4	246.9	280.1	550.9	1.91E-04	0.18
FBgn0014028	SdhB	268.7	229.6	275.5	104.1	104.2	75.4	60.4	61.0	71.0	472.0	442.1	466.8	1.91E-04	0.25
FBgn0039877	Mccc1	71.5	68.4	67.2	40.3	39.1	28.8	23.2	28.3	17.0	166.4	155.6	123.1	1.93E-04	0.33
FBgn0052699	LPCAT	61.6	61.3	55.6	17.0	31.0	25.1	21.4	12.4	16.9	142.2	139.3	120.9	1.94E-04	0.28
FBgn0013277	Hsp70Ba	21.5	26.0	25.5	9.2	12.1	11.5	2.1	2.3	4.5	19.3	13.9	66.4	1.95E-04	0.12
FBgn0263120	Acsl	52.1	54.1	58.0	32.3	49.2	42.1	19.8	25.1	24.5	113.0	120.0	88.2	1.97E-04	0.42
FBgn0030734	CG9911	324.0	338.0	353.2	147.5	49.8	144.3	73.8	74.7	13.9	206.1	175.2	139.9	2.00E-04	0.16
FBgn0035853	UbcE2M	333.8	327.8	286.4	128.6	104.2	112.6	92.2	78.5	54.8	1505.9	1638.5	1426.4	2.01E-04	0.24
FBgn0039183	Dis3	19.5	22.5	20.7	5.7	7.5	15.2	4.1	5.2	7.0	87.2	82.5	97.1	2.02E-04	0.26
FBgn0027338	Kap-alpha3	229.0	249.5	236.1	115.8	123.8	113.5	63.4	76.9	34.5	1065.2	1201.1	1354.3	2.05E-04	0.24
FBgn0013276	Hsp70Ab	57.1	71.9	63.9	28.0	37.8	30.8	9.7	7.6	8.7	89.0	78.3	174.5	2.07E-04	0.14
FBgn0035997	phol	71.7	83.4	82.0	51.4	66.8	54.4	25.8	25.1	18.6	53.0	56.6	46.5	2.09E-04	0.29
FBgn0030833	CG8915	34.1	37.1	36.3	22.9	19.7	22.3	16.4	12.5	11.5	56.6	59.8	67.8	2.10E-04	0.38
FBgn0030049	Trf4-1	94.5	95.4	85.2	32.7	48.7	45.2	23.3	34.8	23.6	383.7	345.8	361.3	2.10E-04	0.30
FBgn0010097	gammaTub37C	839.9	810.6	790.7	428.1	377.4	388.2	382.9	273.0	274.0	993.4	905.2	708.2	2.11E-04	0.38
FBgn0029174	Fkbp59	298.0	325.0	364.0	182.1	184.2	195.7	83.3	83.3	81.5	914.3	846.2	697.9	2.12E-04	0.25
FBgn0032453	CG6180	1301.1	1114.3	1334.8	575.8	479.0	421.0	335.3	367.1	295.6	1871.0	1640.9	1610.9	2.14E-04	0.27
FBgn0033179	p47	279.4	245.3	229.9	150.6	74.9	101.2	57.8	61.8	46.7	366.1	304.5	295.1	2.15E-04	0.22
FBgn0266667	Exo70	47.4	44.5	47.2	21.3	24.0	23.3	12.1	13.0	4.6	16.2	14.2	10.0	2.15E-04	0.21
FBgn0029979	mahe	84.0	80.6	90.0	49.2	58.2	50.4	38.4	40.6	45.2	156.2	153.8	137.0	2.16E-04	0.49
FBgn0039875	sip3	118.1	119.1	136.4	73.2	67.8	73.8	37.7	40.1	46.7	230.6	232.4	247.6	2.16E-04	0.33
FBgn0001308	Khc	350.2	330.7	371.5	212.2	243.7	201.8	185.1	161.8	180.3	631.4	551.9	464.9	2.20E-04	0.50
FBgn0004066	Prosalpha4	875.5	746.5	909.0	313.2	325.3	339.7	214.5	196.2	171.6	3112.7	2758.5	3092.8	2.20E-04	0.23
FBgn0260759	CG42557	27.3	31.1	23.7	0.0	0.0	11.1	0.0	0.0	0.0	85.4	86.9	79.4	2.21E-04	0.00
FBgn0000416	Sap-r	1578.8	1449.2	1621.0	945.0	950.1	960.4	780.3	664.8	641.2	2891.6	2142.7	1758.5	2.21E-04	0.45
FBgn0010217	ATPsynbeta	3925.7	3359.1	3569.1	1940.3	1890.5	1855.4	1525.7	1403.9	1479.1	6805.1	7498.1	7248.5	2.21E-04	0.41
FBgn0014868	Ost48	144.0	129.3	153.2	55.7	64.6	55.5	52.3	44.7	50.3	636.7	564.5	547.3	2.22E-04	0.35
FBgn0017545	RpS3A	2464.4	2297.5	2151.1	1249.4	1126.0	1086.1	718.3	920.0	649.9	4760.3	5541.6	4980.7	2.22E-04	0.33
FBgn0014857	His3.3A	1906.9	1678.5	1854.2	891.6	993.3	1071.2	658.9	493.3	401.7	4412.4	3641.9	4283.9	2.23E-04	0.29
FBgn0004432	Cyp1	4909.1	4426.8	5313.6	2732.5	2720.3	2739.0	1633.8	1661.2	1631.7	21116.7	18788.7	18301.3	2.26E-04	0.34
FBgn0029676	HIP-R	933.8	995.3	1169.4	660.5	585.2	585.1	153.4	123.5	115.4	1240.8	1078.2	2066.4	2.27E-04	0.13
FBgn0031149	Stt3A	243.5	220.6	234.3	158.2	131.4	144.0	121.1	102.5	96.2	890.2	755.4	726.3	2.29E-04	0.46
FBgn0052823	Sdic3	174.0	153.4	197.1	91.0	102.6	101.7	16.5	15.9	13.9	92.4	72.1	306.1	2.29E-04	0.09
FBgn0005696	DNApol-alpha73	147.1	126.5	138.7	84.0	93.8	79.0	46.5	47.6	57.4	147.4	142.7	115.2	2.29E-04	0.37
FBgn0028382	cyp33	65.6	52.7	55.3	19.6	19.1	10.6	4.8	5.7	0.0	134.5	131.2	149.2	2.30E-04	0.06
FBgn0042125	CG18787	411.3	398.5	329.8	195.6	160.8	137.3	66.1	50.7	53.5	125.6	148.7	302.7	2.32E-04	0.15
FBgn0032728	Tango6	35.1	40.1	40.9	19.1	19.0	16.5	10.1	12.2	7.3	32.7	40.8	43.2	2.32E-04	0.25
FBgn0031670	SelT	213.9	222.1	197.4	144.0	82.1	126.3	58.7	78.7	86.0	2193.3	2033.1	2316.4	2.36E-04	0.35
FBgn0036745	CG7484	243.9	255.7	275.1	191.4	113.2	113.3	93.5	81.4	55.0	623.0	624.7	696.2	2.36E-04	0.30
FBgn0029879	APC7	291.0	247.7	275.4	175.7	144.9	138.7	90.4	96.1	70.3	67.4	53.8	56.9	2.36E-04	0.32
FBgn0035205	Ctr9	45.3	54.1	53.3	25.6	29.3	28.8	7.2	12.7	7.3	65.0	54.9	50.6	2.37E-04	0.18
FBgn0028693	Rpn12	1335.4	1127.4	1304.2	719.5	715.4	696.7	446.7	425.5	451.9	4804.9	4290.4	4202.9	2.37E-04	0.35
FBgn0033906	ReepB	914.5	890.6	893.8	558.2	634.3	575.4	523.2	412.2	425.4	1002.7	1065.1	945.0	2.38E-04	0.50
FBgn0032450	CG5776	38.0	38.8	39.7	17.6	22.9	24.0	12.3	13.9	6.7	2.9	7.7	4.3	2.39E-04	0.28
FBgn0051716	Cnot4	153.7	187.9	164.3	77.2	87.0	85.8	27.2	40.9	33.0	161.6	167.1	207.8	2.42E-04	0.20
FBgn0038805	TFAM	184.4	195.6	198.4	93.8	78.8	113.8	50.5	81.7	56.6	815.2	810.2	778.9	2.43E-04	0.33
FBgn0029686	Glos	19.5	15.9	19.1	24.8	11.8	16.1	4.0	3.6	3.6	45.8	43.8	96.6	2.45E-04	0.21
FBgn0001612	Grip91	112.0	111.8	130.5	36.9	53.1	54.8	31.9	17.4	18.7	102.3	101.6	79.1	2.50E-04	0.19
FBgn0028694	Rpn11	650.7	659.9	665.0	360.2	246.4	349.4	208.9	230.6	316.3	1520.7	1329.9	1006.6	2.51E-04	0.38
FBgn0001105	Gbeta13F	490.2	455.1	491.9	378.2	364.2	365.3	268.6	219.6	224.8	1636.3	1468.2	1453.5	2.51E-04	0.50
FBgn0029709	CHOp24	155.3	131.0	160.0	65.3	39.6	64.5	0.0	21.8	0.0	646.8	478.5	606.5	2.54E-04	0.05
FBgn0017550	Rga	125.0	124.5	132.0	99.0	93.8	98.0	49.0	44.9	27.3	393.5	346.7	393.8	2.55E-04	0.32
FBgn0003074	Pgi	317.6	285.0	302.2	152.9	151.3	154.7	129.7	85.9	97.6	544.0	416.9	297.5	2.57E-04	0.35
FBgn0037794	CG6254	21.9	23.6	24.2	13.2	8.0	9.8	3.5	5.2	0.0	46.0	66.4	60.2	2.57E-04	0.12
FBgn0031703	CG12512	20.9	22.5	20.8	6.5	7.7	15.5	8.9	7.0	10.1	33.7	35.2	27.2	2.59E-04	0.41
FBgn0002641	mal	25.4	28.7	28.6	13.6	4.9	9.8	8.0	4.9	9.2	55.0	42.8	53.2	2.59E-04	0.27
FBgn0035947	Srp68	319.4	295.9	260.0	124.8	125.2	117.2	63.7	62.3	35.8	52.1	53.2	47.5	2.60E-04	0.18
FBgn0026149	BCL7-like	106.3	107.9	108.5	55.1	62.3	63.8	87.0	90.1	84.9	891.8	930.8	814.8	2.62E-04	0.81
FBgn0022069	Nnp-1	163.2	170.9	164.5	116.2	126.6	98.2	86.1	97.9	77.0	609.2	669.5	617.4	2.62E-04	0.52
FBgn0064225	RpL5	838.1	779.3	755.6	460.7	524.5	449.7	445.1	382.1	386.8	736.0	881.3	764.2	2.64E-04	0.51
FBgn0037749	CG9471	88.8	107.8	106.4	33.2	37.7	31.4	25.2	27.4	26.9	651.9	597.4	574.8	2.66E-04	0.26
FBgn0035600	Cyt-c1	257.6	236.7	259.6	115.9	111.4	149.6	98.8	112.5	76.3	2038.6	1848.2	1939.2	2.68E-04	0.38
FBgn0002707	mei-9	49.3	46.1	51.4	29.7	28.9	26.5	28.4	25.2	27.4	93.0	89.5	85.0	2.72E-04	0.55
FBgn0036509	CG7739	131.2	144.7	124.3	83.2	71.4	60.4	59.6	52.6	50.5	338.7	338.6	319.0	2.73E-04	0.41
FBgn0029970	Nek2	129.3	126.4	128.4	67.4	83.8	67.2	54.9	44.0	30.7	68.2	64.4	59.1	2.75E-04	0.34
FBgn0024920	Ts	238.8	248.5	251.4	109.8	110.7	122.6	124.4	86.1	106.3	754.9	770.1	635.6	2.75E-04	0.43
FBgn0016691	ATPsynO	792.8	661.2	787.3	349.4	346.2	344.1	226.4	210.9	236.9	2787.2	2773.2	2898.9	2.79E-04	0.30
FBgn0036689	CG7730	199.8	207.3	219.2	120.0	113.0	129.8	93.9	93.2	67.5	63.1	65.5	66.2	2.80E-04	0.41
FBgn0028968	gammaCOP	247.2	230.9	240.0	130.9	156.3	166.1	127.5	105.7	93.9	219.8	190.8	160.8	2.83E-04	0.46
FBgn0000996	dup	662.0	699.3	679.0	534.7	554.9	539.8	485.5	434.0	447.1	1598.3	1602.7	1552.5	2.84E-04	0.67
FBgn0034035	CG8207	63.0	58.0	60.3	29.3	46.2	39.0	23.9	22.7	14.2	147.1	152.2	132.3	2.85E-04	0.34
FBgn0033005	CG3107	21.3	24.4	22.0	5.2	1.3	3.9	4.9	2.8	0.0	70.4	114.7	133.3	2.86E-04	0.11
FBgn0033897	Rcd1	64.3	68.7	60.9	45.0	43.5	34.1	19.3	27.0	17.8	157.5	176.8	178.9	2.86E-04	0.33
FBgn0262619	DNAlig1	165.9	201.3	202.8	68.2	72.2	87.2	47.7	46.5	45.3	108.5	94.0	85.8	2.88E-04	0.24
FBgn0030813	CG4949	170.5	137.1	150.4	55.9	97.5	66.6	23.1	33.2	33.9	251.6	353.9	380.5	2.88E-04	0.20
FBgn0038577	CG12321	124.3	105.8	122.9	46.9	54.8	55.8	34.2	36.2	44.2	209.8	186.5	152.4	2.89E-04	0.32
FBgn0029999	CG1575	126.0	118.1	139.0	36.3	48.7	55.1	43.9	35.0	48.0	85.5	98.0	68.2	2.89E-04	0.33
FBgn0037481	MAGE	199.8	184.3	191.5	144.7	77.1	86.3	53.2	84.9	72.2	387.7	441.9	393.5	2.89E-04	0.37
FBgn0058045	CG40045	852.1	992.5	954.4	397.1	235.0	320.1	177.5	298.5	157.0	1733.8	1860.0	1600.4	2.90E-04	0.23
FBgn0010173	RpA-70	721.1	707.5	611.0	347.7	384.0	366.2	268.5	271.3	268.7	469.0	516.3	367.3	2.91E-04	0.40
FBgn0038271	UQCR-C1	494.3	419.9	491.2	248.3	274.5	269.4	177.2	145.6	161.9	2061.6	1659.6	1466.4	2.93E-04	0.34
FBgn0053129	CG33129	883.9	774.1	903.5	369.0	339.9	333.2	58.7	204.7	57.0	34.3	38.0	19.3	2.97E-04	0.13
FBgn0010416	TH1	77.0	92.7	90.8	32.5	30.7	34.9	19.8	20.1	10.0	326.6	322.6	275.3	2.99E-04	0.19
FBgn0033482	CG1371	171.8	166.3	190.4	88.8	88.9	88.9	67.5	63.2	45.1	338.7	259.1	245.6	3.01E-04	0.33
FBgn0038535	alt	599.0	627.6	712.1	345.9	367.5	339.5	245.0	221.3	245.3	1143.8	858.3	878.8	3.02E-04	0.37
FBgn0263667	Lpt	31.9	30.6	26.4	14.0	18.7	15.2	10.3	8.6	8.7	31.6	33.2	27.7	3.05E-04	0.31
FBgn0037702	CG8176	9.5	11.4	11.1	6.6	8.3	6.8	3.2	2.5	3.4	165.8	192.6	226.3	3.08E-04	0.28
FBgn0036893	PIG-F	201.7	185.0	213.1	151.6	112.4	127.8	87.3	92.2	101.1	150.4	146.9	126.0	3.09E-04	0.47
FBgn0010406	RNaseX25	103.4	102.0	111.7	59.7	47.8	50.7	43.4	28.6	43.4	341.3	355.6	388.6	3.16E-04	0.36
FBgn0024371	E2f2	57.5	70.0	69.6	6.7	24.2	30.8	17.0	13.6	17.4	416.9	448.6	385.5	3.16E-04	0.24
FBgn0026679	IntS4	69.1	73.4	74.1	53.6	67.2	56.5	48.3	44.3	42.3	238.1	210.2	180.4	3.21E-04	0.62
FBgn0032845	CG10747	107.4	93.3	110.7	58.7	37.2	43.6	40.8	33.1	37.1	28.9	29.8	19.8	3.21E-04	0.36
FBgn0261394	Prosalpha3	632.0	739.6	741.1	318.4	325.3	370.8	258.6	229.0	188.1	3638.0	3533.4	3012.9	3.22E-04	0.32
FBgn0037778	mtTFB2	95.6	80.0	86.5	39.2	20.2	40.0	18.9	23.6	9.8	78.5	84.2	84.1	3.23E-04	0.20
FBgn0033990	CG10265	81.1	83.3	101.4	22.7	27.6	44.1	15.3	12.0	13.8	65.7	65.6	73.2	3.25E-04	0.15
FBgn0040078	pont	233.4	243.7	272.6	153.1	160.1	147.2	96.6	105.7	82.8	1264.4	1145.5	1124.1	3.27E-04	0.38
FBgn0001248	Idh	1392.0	1262.9	1550.3	747.6	692.2	665.6	416.1	461.2	412.4	4375.5	3627.2	2667.5	3.28E-04	0.31
FBgn0032455	Pih1D1	95.9	94.9	77.9	31.8	18.8	55.5	21.7	14.1	18.3	160.5	172.1	154.3	3.29E-04	0.20
FBgn0036258	eIF3l	110.1	109.4	110.1	78.9	103.9	79.3	77.8	69.5	66.6	548.1	623.2	536.7	3.32E-04	0.65
FBgn0004363	porin	1159.1	1131.4	1314.0	691.8	634.4	614.6	511.7	561.0	519.8	11614.1	9932.6	10279.7	3.38E-04	0.44
FBgn0284256	bsf	26.3	24.1	24.3	13.7	12.6	13.2	11.4	8.5	7.2	59.9	58.6	42.8	3.39E-04	0.36
FBgn0028515	EndoGI	126.8	131.3	145.4	98.8	70.3	70.8	67.6	67.0	59.9	325.6	280.3	242.1	3.41E-04	0.48
FBgn0027081	ThrRS	369.4	331.3	368.9	215.1	174.4	191.4	162.2	136.7	111.4	639.9	594.2	580.9	3.42E-04	0.38
FBgn0025815	Mcm6	227.2	200.4	241.5	107.1	116.9	115.8	69.3	72.0	85.0	422.6	384.1	311.3	3.42E-04	0.34
FBgn0027783	SMC2	137.9	160.4	140.2	100.6	98.8	97.1	64.0	59.4	64.7	186.8	188.3	183.7	3.43E-04	0.43
FBgn0034310	Nup75	83.0	101.8	98.4	31.4	36.8	40.8	12.8	24.5	17.8	268.2	257.2	217.8	3.44E-04	0.19
FBgn0035524	CG11583	156.3	162.9	151.4	86.0	71.5	75.4	65.7	60.9	38.6	178.8	188.6	217.4	3.46E-04	0.35
FBgn0034345	CG5174	307.7	312.2	336.2	177.0	77.5	190.3	47.6	78.3	0.0	911.8	1410.7	1705.7	3.46E-04	0.13
FBgn0262937	Rabex-5	41.8	45.1	43.4	20.8	22.3	18.9	12.4	15.2	20.1	22.5	19.0	16.2	3.47E-04	0.37
FBgn0033089	CG17266	240.0	255.5	221.7	86.0	102.0	51.0	80.3	84.7	108.4	461.1	480.5	451.3	3.52E-04	0.38
FBgn0002787	Rpn8	410.9	425.8	494.5	309.2	243.3	263.1	144.2	146.9	158.1	1435.5	1228.2	994.8	3.54E-04	0.34
FBgn0036117	CG6321	13.0	15.3	17.7	3.9	5.1	1.4	0.0	0.0	0.0	11.2	13.7	20.6	3.56E-04	0.00
FBgn0284255	Arpc4	260.5	240.3	225.6	115.8	101.5	108.2	122.5	113.8	104.0	647.4	678.8	789.8	3.56E-04	0.47
FBgn0002022	Catsup	350.9	297.5	294.4	128.0	136.9	143.8	96.5	84.6	106.7	553.2	519.1	497.4	3.56E-04	0.31
FBgn0037890	CG17734	467.7	498.1	390.4	155.1	276.6	388.3	47.4	82.9	31.6	2160.7	2202.4	1989.0	3.58E-04	0.12
FBgn0034936	Stoml2	154.2	156.8	192.2	73.4	71.8	52.2	16.8	29.6	14.5	76.5	88.9	101.8	3.59E-04	0.12
FBgn0036448	mop	182.8	212.3	190.5	119.2	116.6	114.7	87.5	67.6	74.7	154.8	154.2	135.9	3.59E-04	0.39
FBgn0001142	Gs1	483.6	441.2	519.8	291.6	288.9	254.5	199.9	161.0	200.9	743.9	671.6	722.0	3.59E-04	0.39
FBgn0033224	Nop17l	169.4	187.9	185.6	134.7	114.8	110.5	77.5	56.4	81.5	46.2	57.6	44.4	3.60E-04	0.40
FBgn0033475	CG12129	232.0	219.2	194.8	113.3	90.2	128.4	50.4	74.6	72.0	448.6	453.6	559.7	3.60E-04	0.31
FBgn0042127	CG18789	358.9	380.1	292.7	176.1	144.3	123.1	54.3	42.4	41.8	111.7	135.3	274.4	3.65E-04	0.13
FBgn0038149	GILT1	741.6	612.0	714.5	336.6	348.7	396.6	212.7	245.9	194.6	2213.0	2105.2	1983.0	3.66E-04	0.32
FBgn0050443	Opbp	19.9	26.4	23.9	3.4	13.2	11.2	0.0	2.2	0.0	2.3	4.5	0.0	3.69E-04	0.03
FBgn0261938	mtRNApol	26.1	23.8	23.6	14.3	13.0	13.4	9.1	10.8	12.4	69.1	67.8	65.2	3.71E-04	0.44
FBgn0035102	CG7049	69.3	64.9	55.7	13.6	19.3	28.6	19.2	15.6	15.3	114.6	109.0	115.9	3.74E-04	0.26
FBgn0052409	CG32409	129.3	136.0	135.9	52.8	60.7	78.0	39.9	48.5	19.8	319.1	349.4	380.9	3.76E-04	0.27
FBgn0038760	MED25	67.2	77.7	65.3	28.0	34.8	44.2	27.6	24.5	23.6	88.6	90.2	93.0	3.76E-04	0.36
FBgn0052672	Atg8a	435.4	419.8	383.4	253.7	207.2	176.6	190.1	168.7	134.2	3243.5	3412.1	3729.8	3.76E-04	0.40
FBgn0266673	Sec10	78.1	88.9	89.1	40.7	45.2	43.0	16.3	31.1	22.9	64.3	75.1	55.7	3.77E-04	0.27
FBgn0034181	CG8963	423.7	467.3	501.9	289.2	248.2	272.5	196.1	208.7	177.2	1685.7	1521.9	1397.5	3.79E-04	0.42
FBgn0039765	mRpS18C	132.2	134.9	152.4	55.4	66.3	42.8	38.4	34.0	13.1	118.2	179.5	123.6	3.79E-04	0.20
FBgn0033247	Nup44A	232.3	203.1	245.9	93.5	128.3	103.4	64.8	65.0	38.0	527.5	429.6	419.5	3.80E-04	0.25
FBgn0266668	Exo84	78.9	70.9	75.9	66.9	39.3	47.3	43.7	36.6	41.6	40.4	43.5	39.9	3.81E-04	0.54
FBgn0286027	Rnmt	89.2	107.8	98.6	45.5	33.6	49.2	33.4	36.5	27.7	401.3	410.3	451.5	3.82E-04	0.33
FBgn0034703	CG3045	49.8	57.5	54.4	36.5	33.7	39.0	27.7	23.5	23.6	45.5	56.6	67.1	3.88E-04	0.46
FBgn0039830	ATPsynC	3566.1	3656.4	3844.5	2801.5	2436.4	2370.9	2622.6	2608.7	2426.7	16694.8	16162.2	15143.2	3.91E-04	0.69
FBgn0031771	ND-51	122.1	128.9	120.6	77.4	95.0	79.3	76.0	62.7	62.2	1027.8	894.3	787.8	3.93E-04	0.54
FBgn0004362	HmgD	5551.7	5285.6	4352.5	2011.3	1865.2	1707.5	985.5	1130.8	873.6	8760.6	9911.7	10555.6	3.94E-04	0.20
FBgn0260456	CG4806	51.0	60.8	61.4	12.7	17.1	8.1	10.0	9.5	0.0	99.7	98.4	115.9	3.97E-04	0.11
FBgn0025678	CaBP1	552.7	495.5	456.4	259.7	185.7	250.4	167.9	163.5	196.5	1727.1	1312.0	1223.6	3.98E-04	0.35
FBgn0270927	betaGlu	52.9	43.1	49.3	31.1	18.6	23.3	16.7	12.4	13.4	49.6	54.4	46.7	3.99E-04	0.29
FBgn0286783	Etf-QO	274.4	238.0	281.2	116.7	153.8	152.2	111.9	87.6	92.7	437.0	369.5	304.5	4.00E-04	0.37
FBgn0040080	pins	109.7	122.5	125.0	92.0	82.1	85.0	59.3	50.5	60.7	302.7	276.3	292.7	4.05E-04	0.48
FBgn0039465	Tsp97E	297.4	243.6	268.8	66.9	107.6	160.9	82.3	99.3	77.5	1194.4	1143.5	1080.2	4.07E-04	0.32
FBgn0028479	Mtpalpha	1199.8	1038.4	1033.0	623.6	567.8	536.2	475.2	392.4	452.9	1347.1	1151.7	858.7	4.13E-04	0.40
FBgn0030061	CG1785	225.7	233.4	273.3	93.6	78.0	114.8	74.9	64.6	83.4	207.9	223.9	226.1	4.15E-04	0.30
FBgn0033886	Rpn13	837.9	693.5	847.0	377.4	376.9	344.2	231.0	261.6	213.6	990.2	843.3	757.7	4.19E-04	0.30
FBgn0025781	Cdc16	177.0	189.5	198.6	140.6	148.3	137.9	99.5	75.4	82.0	332.5	362.6	338.0	4.20E-04	0.45
FBgn0032643	GCS2beta	530.5	430.7	507.7	208.1	188.5	201.1	126.8	101.8	153.3	762.6	534.3	453.5	4.22E-04	0.26
FBgn0000032	Acph-1	77.0	83.0	88.9	33.9	36.8	28.7	13.7	19.3	0.0	71.7	58.8	83.2	4.22E-04	0.13
FBgn0037700	CG8149	323.5	395.4	356.1	219.0	189.8	199.1	131.7	132.8	137.3	985.6	973.5	1005.7	4.23E-04	0.37
FBgn0264326	DNApol-epsilon255	36.6	40.0	33.0	20.6	17.4	20.9	12.5	9.4	7.6	40.7	39.1	27.0	4.23E-04	0.27
FBgn0033918	CG8531	25.3	26.8	28.0	8.0	4.5	14.7	6.5	5.0	0.0	39.6	46.1	45.6	4.24E-04	0.14
FBgn0011020	Sas-4	51.1	60.3	56.6	41.9	42.7	29.6	20.7	20.8	25.6	103.0	89.0	73.4	4.24E-04	0.40
FBgn0026479	Drp1	56.2	63.7	64.3	13.8	30.4	39.2	18.6	15.5	6.5	278.3	222.4	206.3	4.26E-04	0.22
FBgn0033635	Prip	210.2	170.4	219.8	53.3	50.7	94.7	34.4	36.7	22.5	470.8	401.5	367.7	4.29E-04	0.16
FBgn0001091	Gapdh1	1364.3	1196.6	1549.5	523.7	523.5	494.8	263.5	293.1	261.7	3111.2	2427.5	1885.3	4.30E-04	0.20
FBgn0032690	CG10333	95.2	112.7	106.0	51.1	48.1	60.4	46.5	35.8	37.8	98.1	103.5	89.3	4.31E-04	0.38
FBgn0028685	Rpt4	820.5	725.0	905.2	474.7	443.7	427.5	260.9	226.4	201.2	2598.2	2316.5	2040.1	4.31E-04	0.28
FBgn0026873	MED18	159.6	187.3	172.9	62.0	59.7	78.4	68.5	59.4	78.8	96.7	67.0	155.4	4.32E-04	0.40
FBgn0039341	CG5112	64.0	61.8	70.1	51.2	40.0	40.1	21.6	23.4	30.8	85.7	58.8	68.6	4.33E-04	0.39
FBgn0029094	asf1	763.2	702.0	751.0	530.8	330.0	463.2	421.4	481.6	417.6	2385.8	2496.2	2430.4	4.33E-04	0.60
FBgn0015221	Fer2LCH	2617.0	2282.5	2854.9	1011.2	851.1	1017.9	777.2	728.7	835.7	6107.8	5078.6	5333.3	4.35E-04	0.30
FBgn0000447	Dhod	163.6	143.8	183.7	78.7	59.3	70.8	40.6	36.1	41.6	210.7	215.6	190.3	4.37E-04	0.24
FBgn0001149	GstD1	4777.3	3769.4	4692.5	1400.4	1164.6	1358.7	919.8	983.4	989.0	5748.0	4746.6	3513.6	4.38E-04	0.22
FBgn0036318	Wbp2	132.8	147.7	117.5	79.4	69.6	81.6	20.0	22.2	35.8	64.8	81.5	88.9	4.42E-04	0.20
FBgn0014427	CG11899	169.8	151.0	166.3	93.7	74.9	64.8	49.7	51.4	20.9	167.5	157.2	101.3	4.44E-04	0.25
FBgn0027537	Nup93-1	175.0	169.1	182.4	110.2	109.1	126.7	123.0	109.2	111.7	422.5	428.6	431.2	4.44E-04	0.65
FBgn0039943	CG17168	106.4	109.9	131.6	40.8	30.8	40.2	25.5	31.2	20.0	168.6	192.5	223.4	4.46E-04	0.22
FBgn0004856	Bx42	145.6	138.9	166.6	62.1	80.4	81.6	57.6	54.5	62.9	894.2	719.6	727.1	4.50E-04	0.39
FBgn0015282	Rpt2	1238.9	1015.0	1180.1	592.0	606.4	578.6	435.6	419.6	440.3	1908.2	1668.6	1314.9	4.50E-04	0.38
FBgn0035978	UGP	254.4	206.4	231.9	111.2	119.2	103.2	81.2	80.9	86.4	458.3	429.6	342.6	4.50E-04	0.36
FBgn0032799	CG10166	145.0	150.8	172.0	76.9	55.6	48.9	34.7	34.4	55.6	122.8	141.1	94.4	4.51E-04	0.27
FBgn0038870	Oga	91.1	89.6	112.3	44.4	61.8	47.4	19.5	13.8	9.3	41.7	41.2	37.8	4.54E-04	0.15
FBgn0036566	ClC-c	20.4	21.6	24.0	27.5	18.7	19.9	10.3	10.3	8.9	102.3	103.9	114.5	4.59E-04	0.45
FBgn0286809	xmas	32.6	33.5	36.4	36.6	32.6	33.4	20.0	16.4	17.9	229.4	219.5	195.4	4.64E-04	0.53
FBgn0039638	dgt6	165.0	186.4	177.0	133.4	134.2	116.3	91.3	85.2	102.2	148.8	141.3	152.1	4.68E-04	0.53
FBgn0028398	Taf10	218.8	241.9	196.6	81.7	69.9	82.7	57.7	32.7	17.9	511.4	446.2	532.6	4.71E-04	0.16
FBgn0020270	mre11	53.1	62.7	70.3	14.5	23.9	30.4	8.5	8.8	10.9	50.8	45.7	34.1	4.72E-04	0.15
FBgn0016041	Tom40	211.7	206.2	203.6	128.7	107.1	115.0	65.5	70.5	24.7	1409.9	1347.3	1454.4	4.73E-04	0.26
FBgn0038110	CG8031	71.2	73.5	63.3	45.2	43.2	52.1	28.5	26.3	18.7	355.6	438.4	341.6	4.75E-04	0.35
FBgn0032374	CG14931	365.3	392.5	390.5	273.1	262.1	299.9	162.7	187.8	219.0	34.4	48.4	29.7	4.77E-04	0.50
FBgn0037781	Fancl	148.1	128.0	127.6	70.9	52.0	71.2	55.5	38.4	41.1	33.1	41.0	31.7	4.79E-04	0.33
FBgn0016698	Ptpa	193.9	171.3	188.0	130.8	80.6	111.8	74.7	52.2	39.2	42.2	38.8	45.2	4.80E-04	0.30
