From	To	Species	Gene Name
Q0KIB9	FBgn0013576	Drosophila melanogaster	mustard(mtd)
Q9VTY5	FBgn0036292	Drosophila melanogaster	CG10646 gene product from transcript CG10646-RA(CG10646)
Q9VTY6	FBgn0264848	Drosophila melanogaster	vihar(vih)
P23380	FBgn0262736	Drosophila melanogaster	Vacuolar H[+] ATPase 16kD subunit 1(Vha16-1)
P56175	FBgn0020909	Drosophila melanogaster	CG11130 gene product from transcript CG11130-RA(Rtc1)
B7Z0L6	FBgn0042693	Drosophila melanogaster	CG7913 gene product from transcript CG7913-RK(PP2A-B')
O97355	FBgn0022355	Drosophila melanogaster	Transferrin 1(Tsf1)
Q95RK7	FBgn0032728	Drosophila melanogaster	Transport and Golgi organization 6(Tango6)
Q95RK8	FBgn0030141	Drosophila melanogaster	Golgi-localized, gamma-adaptin ear containing, ARF binding protein(Gga)
P52029	FBgn0003074	Drosophila melanogaster	Phosphoglucose isomerase(Pgi)
O46111	FBgn0023143	Drosophila melanogaster	Ubiquitin activating enzyme 1(Uba1)
O46112	FBgn0015600	Drosophila melanogaster	toucan(toc)
P15215	FBgn0267348	Drosophila melanogaster	Laminin B2(LanB2)
A4UZZ4	FBgn0004507	Drosophila melanogaster	Glycogen phosphorylase(GlyP)
Q7K9H6	FBgn0026369	Drosophila melanogaster	Smad anchor for receptor activation(Sara)
O46100	FBgn0024365	Drosophila melanogaster	CG12773 gene product from transcript CG12773-RC(CG12773)
O46102	FBgn0024360	Drosophila melanogaster	CG11418 gene product from transcript CG11418-RC(CG11418)
O46106	FBgn0014366	Drosophila melanogaster	noisette(noi)
Q9VHS2	FBgn0040529	Drosophila melanogaster	Cytochrome c oxidase subunit 7A(COX7A)
Q7PLP5	FBgn0039955	Drosophila melanogaster	CG41099 gene product from transcript CG41099-RD(CG41099)
Q9U5W4	FBgn0026196	Drosophila melanogaster	CG10206 gene product from transcript CG10206-RA(nop5)
Q95RI7	FBgn0039977	Drosophila melanogaster	CG17454 gene product from transcript CG17454-RA(CG17454)
Q95RI2	FBgn0036306	Drosophila melanogaster	CG10973 gene product from transcript CG10973-RB(CG10973)
Q9VHP3	FBgn0037602	Drosophila melanogaster	SRA stem-loop interacting RNA binding protein 2(SLIRP2)
Q9VI15	FBgn0037439	Drosophila melanogaster	CG10286 gene product from transcript CG10286-RA(CG10286)
Q9VI14	FBgn0261641	Drosophila melanogaster	CG42724 gene product from transcript CG42724-RC(CG42724)
Q9VHP1	FBgn0037603	Drosophila melanogaster	CG11753 gene product from transcript CG11753-RC(CG11753)
Q9VHP0	FBgn0263231	Drosophila melanogaster	belle(bel)
Q9VI10	FBgn0261789	Drosophila melanogaster	Small ribonucleoprotein particle protein SmD2(SmD2)
Q9VI16	FBgn0037440	Drosophila melanogaster	Carnitine O-Acetyl-Transferase(CRAT)
Q7JXF7	FBgn0263260	Drosophila melanogaster	seele(sel)
Q95RJ9	FBgn0263933	Drosophila melanogaster	CG4063 gene product from transcript CG4063-RA(ebi)
Q7JXF5	FBgn0034118	Drosophila melanogaster	Nucleoporin 62kD(Nup62)
Q95RJ7	FBgn0035644	Drosophila melanogaster	DNA polymerase epsilon 58kD subunit(DNApol-epsilon58)
A2VEI2	FBgn0031893	Drosophila melanogaster	CG4495 gene product from transcript CG4495-RB(CG4495)
Q9VHQ5	FBgn0037592	Drosophila melanogaster	CG11737 gene product from transcript CG11737-RA(CG11737)
B7Z0M0	FBgn0264751	Drosophila melanogaster	Vesicle transport through interaction with t-SNAREs 1b(Vti1b)
P37193	FBgn0011769	Drosophila melanogaster	Ferredoxin 1(Fdx1)
B7Z114	FBgn0025638	Drosophila melanogaster	Regulator of cullins 1a(Roc1a)
P20232	FBgn0010422	Drosophila melanogaster	RNA polymerase II elongation factor(TfIIS)
Q8SZP0	FBgn0032949	Drosophila melanogaster	CG3305 gene product from transcript CG3305-RA(Lamp1)
O77290	FBgn0003210	Drosophila melanogaster	ruby(rb)
A4V1N8	FBgn0003149	Drosophila melanogaster	Paramyosin(Prm)
O77285	FBgn0025725	Drosophila melanogaster	Coat Protein (coatomer) alpha(alphaCOP)
Q8SZP9	FBgn0029173	Drosophila melanogaster	CG9233 gene product from transcript CG9233-RB(fu2)
Q9VUB4	FBgn0036397	Drosophila melanogaster	Nitrogen permease regulator-like 3(Nprl3)
O77287	FBgn0004465	Drosophila melanogaster	Suppressor of ref(2)P sterility(Su(P))
Q9VUB8	FBgn0061515	Drosophila melanogaster	endosulfine(endos)
Q8SZP3	FBgn0260444	Drosophila melanogaster	CG18616 gene product from transcript CG18616-RB(Not10)
Q9VUB7	FBgn0052133	Drosophila melanogaster	PAX transcription activation domain interacting protein(Ptip)
O61458	FBgn0011655	Drosophila melanogaster	Medea(Med)
B7Z0P8	FBgn0263398	Drosophila melanogaster	CG6364 gene product from transcript CG6364-RD(CG6364)
Q86BQ4	FBgn0031459	Drosophila melanogaster	CG2862 gene product from transcript CG2862-RA(CG2862)
O61457	FBgn0260745	Drosophila melanogaster	midline fasciclin(mfas)
Q9VMC6	FBgn0031824	Drosophila melanogaster	CG9547 gene product from transcript CG9547-RA(CG9547)
A4UZW2	FBgn0005278	Drosophila melanogaster	S-adenosylmethionine Synthetase(Sam-S)
Q9VMC8	FBgn0031822	Drosophila melanogaster	CG9548 gene product from transcript CG9548-RA(CG9548)
P20240	FBgn0266420	Drosophila melanogaster	Otefin(Ote)
Q9VMD2	FBgn0031818	Drosophila melanogaster	CG9536 gene product from transcript CG9536-RB(CG9536)
Q95RP4	FBgn0034708	Drosophila melanogaster	Vacuolar protein sorting 35(Vps35)
O77277	FBgn0025615	Drosophila melanogaster	CG3024 gene product from transcript CG3024-RB(Torsin)
Q9V6U8	FBgn0263697	Drosophila melanogaster	Ubiquitin activating enzyme 3(Uba3)
Q9V6U9	FBgn0033883	Drosophila melanogaster	CG16935 gene product from transcript CG16935-RA(CG16935)
Q86BR8	FBgn0038805	Drosophila melanogaster	mitochondrial transcription factor A(TFAM)
Q9V769	FBgn0013773	Drosophila melanogaster	CG10240 gene product from transcript CG10240-RB(Cyp6a22)
A8JTM7	FBgn0261260	Drosophila melanogaster	Megalin(mgl)
Q86BR7	FBgn0027518	Drosophila melanogaster	CG7609 gene product from transcript CG7609-RB(CG7609)
Q9VMD6	FBgn0031814	Drosophila melanogaster	real-time(retm)
Q9VMD5	FBgn0031815	Drosophila melanogaster	farjavit(frj)
Q86BR6	FBgn0039705	Drosophila melanogaster	Autophagy-related 16(Atg16)
B7Z107	FBgn0259722	Drosophila melanogaster	CG42376 gene product from transcript CG42376-RA(CG42376)
Q86BR2	FBgn0052016	Drosophila melanogaster	eIF4E-Transporter(4E-T)
O61464	FBgn0024732	Drosophila melanogaster	DNA fragmentation factor-related protein 1(Drep1)
Q9VMA0	FBgn0031848	Drosophila melanogaster	Non-SMC element 1(Nse1)
B7Z0R2	FBgn0264324	Drosophila melanogaster	sponge(spg)
Q8SZR6	FBgn0051223	Drosophila melanogaster	CG31223 gene product from transcript CG31223-RA(CG31223)
O77268	FBgn0025625	Drosophila melanogaster	Salt-inducible kinase 2(Sik2)
P00408	FBgn0013675	Drosophila melanogaster	cytochrome c oxidase subunit II(COX2)
P08879	FBgn0000150	Drosophila melanogaster	abnormal wing discs(awd)
O77264	FBgn0025630	Drosophila melanogaster	CG4061 gene product from transcript CG4061-RA(CG4061)
O77263	FBgn0025629	Drosophila melanogaster	CG4045 gene product from transcript CG4045-RA(CG4045)
O77266	FBgn0025628	Drosophila melanogaster	CG4199 gene product from transcript CG4199-RG(CG4199)
Q9V771	FBgn0033978	Drosophila melanogaster	CG10242 gene product from transcript CG10242-RA(Cyp6a23)
Q9VMA3	FBgn0000392	Drosophila melanogaster	CG11181 gene product from transcript CG11181-RC(cup)
P20227	FBgn0003687	Drosophila melanogaster	TATA binding protein(Tbp)
Q95RN8	FBgn0040212	Drosophila melanogaster	Dihydroxyacetone phosphate acyltransferase(Dhap-at)
Q2QBM1	FBgn0002719	Drosophila melanogaster	Malic enzyme(Men)
O77259	FBgn0016038	Drosophila melanogaster	modifier of rudimentary(mod(r))
Q86BP6	FBgn0036574	Drosophila melanogaster	elg1 homolog(elg1)
Q8SZS6	FBgn0039335	Drosophila melanogaster	Vacuolar protein sorting 33B(Vps33B)
Q7YZA2	FBgn0030091	Drosophila melanogaster	CG7065 gene product from transcript CG7065-RA(CG7065)
Q9VUC4	FBgn0036406	Drosophila melanogaster	CG13484 gene product from transcript CG13484-RA(CG13484)
Q9VUC7	FBgn0013563	Drosophila melanogaster	Peroxin 1(Pex1)
O61444	FBgn0024326	Drosophila melanogaster	MAP kinase kinase 4(Mkk4)
Q9V784	FBgn0033989	Drosophila melanogaster	CG7639 gene product from transcript CG7639-RB(CG7639)
Q7K8Y3	FBgn0265137	Drosophila melanogaster	Serpin 42Da(Spn42Da)
O61443	FBgn0024846	Drosophila melanogaster	p38b MAP kinase(p38b)
Q9VUC3	FBgn0036405	Drosophila melanogaster	CG6833 gene product from transcript CG6833-RA(CG6833)
B7Z126	FBgn0086899	Drosophila melanogaster	Tousled-like kinase(Tlk)
Q86BP1	FBgn0038326	Drosophila melanogaster	CG5044 gene product from transcript CG5044-RB(CG5044)
Q9VMB6	FBgn0263916	Drosophila melanogaster	Equilibrative nucleoside transporter 2(Ent2)
B7Z0Q8	FBgn0051072	Drosophila melanogaster	lysosomal enzyme receptor protein(Lerp)
Q86BP3	FBgn0037470	Drosophila melanogaster	CG1091 gene product from transcript CG1091-RB(Tailor)
Q7YZ95	FBgn0037236	Drosophila melanogaster	CG9772 gene product from transcript CG9772-RA(Skp2)
Q8MVS5	FBgn0001970	Drosophila melanogaster	Polypeptide N-acetylgalactosaminyltransferase 35A(Pgant35A)
Q7YZ98	FBgn0027375	Drosophila melanogaster	RecQ5 helicase(RecQ5)
B7Z0T0	FBgn0027930	Drosophila melanogaster	Melanization Protease 1(MP1)
P29845	FBgn0001220	Drosophila melanogaster	Heat shock protein cognate 5(Hsc70-5)
P29843	FBgn0001216	Drosophila melanogaster	Heat shock protein cognate 1(Hsc70-1)
P29844	FBgn0001218	Drosophila melanogaster	Heat shock 70-kDa protein cognate 3(Hsc70-3)
O96613	FBgn0264357	Drosophila melanogaster	SNF4/AMP-activated protein kinase gamma subunit(SNF4Agamma)
Q9V6X7	FBgn0033901	Drosophila melanogaster	O-fucosyltransferase 1(O-fut1)
O96610	FBgn0025802	Drosophila melanogaster	SET domain binding factor(Sbf)
Q0E9Q3	FBgn0039994	Drosophila melanogaster	conundrum(conu)
Q7JXA2	FBgn0267824	Drosophila melanogaster	PRAS40 ortholog(PRAS40)
Q8SZU4	FBgn0032986	Drosophila melanogaster	CG3262 gene product from transcript CG3262-RE(CG3262)
Q8SZU2	FBgn0036763	Drosophila melanogaster	CG7441 gene product from transcript CG7441-RA(CG7441)
B7Z0S1	FBgn0002626	Drosophila melanogaster	Ribosomal protein L32(RpL32)
Q9VMH2	FBgn0031781	Drosophila melanogaster	Actin-related protein 2/3 complex, subunit 4(Arpc4)
O96607	FBgn0025777	Drosophila melanogaster	CG11324 gene product from transcript CG11324-RD(homer)
Q9VMH8	FBgn0031776	Drosophila melanogaster	CG13993 gene product from transcript CG13993-RA(CG13993)
Q9VMH7	FBgn0031777	Drosophila melanogaster	CG9154 gene product from transcript CG9154-RB(CG9154)
Q9V6Y3	FBgn0033907	Drosophila melanogaster	mitochondrial ribosomal protein S16(mRpS16)
Q9NFR7	FBgn0040080	Drosophila melanogaster	partner of inscuteable(pins)
O77237	FBgn0025574	Drosophila melanogaster	Pellino(Pli)
Q9NFR8	FBgn0040087	Drosophila melanogaster	CG1422 gene product from transcript CG1422-RB(p115)
Q95RQ8	FBgn0034878	Drosophila melanogaster	CG3941 gene product from transcript CG3941-RA(pita)
Q9VHX2	FBgn0037538	Drosophila melanogaster	CG3223 gene product from transcript CG3223-RA(CG3223)
P08841	FBgn0003888	Drosophila melanogaster	beta-Tubulin at 60D(betaTub60D)
Q9VUH7	FBgn0036449	Drosophila melanogaster	brummer(bmm)
Q9VUH8	FBgn0036450	Drosophila melanogaster	tudor domain containing 3 ortholog (H. sapiens)(Tdrd3)
Q86BS3	FBgn0044324	Drosophila melanogaster	Chromator(Chro)
O76767	FBgn0267330	Drosophila melanogaster	KDEL receptor(KdelR)
Q86BS5	FBgn0036309	Drosophila melanogaster	Huntingtin interacting protein 1(Hip1)
Q86BS8	FBgn0039260	Drosophila melanogaster	CG6369 gene product from transcript CG6369-RA(Smg6)
Q7PLE8	FBgn0039966	Drosophila melanogaster	CG17515 gene product from transcript CG17515-RD(Rab21)
Q7PLE6	FBgn0039993	Drosophila melanogaster	CG17691 gene product from transcript CG17691-RC(CG17691)
B7Z0U1	FBgn0262614	Drosophila melanogaster	polychaetoid(pyd)
Q9VHY5	FBgn0024909	Drosophila melanogaster	TBP-associated factor 7(Taf7)
Q95RR1	FBgn0052446	Drosophila melanogaster	CG32446 gene product from transcript CG32446-RA(Atox1)
Q1RL12	FBgn0015777	Drosophila melanogaster	nervana 2(nrv2)
Q9NFP5	FBgn0035772	Drosophila melanogaster	CG8582 gene product from transcript CG8582-RD(Sh3beta)
Q9U616	FBgn0027945	Drosophila melanogaster	pumpless(ppl)
Q0KIF7	FBgn0016126	Drosophila melanogaster	Calcium/calmodulin-dependent protein kinase I(CaMKI)
Q7KRY6	FBgn0027889	Drosophila melanogaster	ballchen(ball)
Q0KI15	FBgn0083986	Drosophila melanogaster	CG34150 gene product from transcript CG34150-RB(CG34150)
Q07327	FBgn0004574	Drosophila melanogaster	Ras opposite(Rop)
O77410	FBgn0025582	Drosophila melanogaster	Int6 homologue(Int6)
B7Z080	FBgn0036875	Drosophila melanogaster	CG9449 gene product from transcript CG9449-RH(CG9449)
Q86BG8	FBgn0053056	Drosophila melanogaster	CG33056 gene product from transcript CG33056-RA(CG33056)
Q7JWQ7	FBgn0034709	Drosophila melanogaster	Secreted Wg-interacting molecule(Swim)
Q8IMK7	FBgn0086361	Drosophila melanogaster	alphabet(alph)
Q59E06	FBgn0037313	Drosophila melanogaster	CG1161 gene product from transcript CG1161-RC(CG1161)
Q59E00	FBgn0028572	Drosophila melanogaster	quick-to-court(qtc)
A1Z6J4	FBgn0033055	Drosophila melanogaster	Tubulin-specific chaperone E(Tbce)
Q6WV20	FBgn0034025	Drosophila melanogaster	CG8182 gene product from transcript CG8182-RA(GalNAc-T1)
A8JNW5	FBgn0085290	Drosophila melanogaster	CG34261 gene product from transcript CG34261-RB(CG34261)
A8JNW4	FBgn0003415	Drosophila melanogaster	skuld(skd)
Q9VKF2	FBgn0032377	Drosophila melanogaster	CG14937 gene product from transcript CG14937-RA(CG14937)
Q95RV7	FBgn0038129	Drosophila melanogaster	CG8449 gene product from transcript CG8449-RA(CG8449)
Q9VKF5	FBgn0032374	Drosophila melanogaster	CG14931 gene product from transcript CG14931-RC(CG14931)
Q0KHQ1	FBgn0064117	Drosophila melanogaster	SRA stem-loop interacting RNA binding protein 1(SLIRP1)
Q95RV5	FBgn0050499	Drosophila melanogaster	CG30499 gene product from transcript CG30499-RA(CG30499)
Q0KHQ6	FBgn0027621	Drosophila melanogaster	6-phosphofructo-2-kinase(Pfrx)
Q0KHQ5	FBgn0031030	Drosophila melanogaster	CG14217 gene product from transcript CG14217-RF(Tao)
O77425	FBgn0025640	Drosophila melanogaster	CG13369 gene product from transcript CG13369-RA(CG13369)
Q7KRX5	FBgn0045862	Drosophila melanogaster	barentsz(btz)
Q9VGA0	FBgn0038020	Drosophila melanogaster	Glutathione S transferase D9(GstD9)
O96794	FBgn0026150	Drosophila melanogaster	Aminopeptidase P(ApepP)
P12881	FBgn0250843	Drosophila melanogaster	Proteasome alpha6 subunit(Prosalpha6)
Q9U6M0	FBgn0028436	Drosophila melanogaster	CG10610 gene product from transcript CG10610-RA(ECSIT)
Q9VGA8	FBgn0038011	Drosophila melanogaster	CG4066 gene product from transcript CG4066-RA(CG4066)
Q95RU8	FBgn0040372	Drosophila melanogaster	CG2995 gene product from transcript CG2995-RB(G9a)
Q6WV16	FBgn0035375	Drosophila melanogaster	polypeptide GalNAc transferase 6(pgant6)
Q7KA43	FBgn0250903	Drosophila melanogaster	lemming A(lmgA)
Q7JWR9	FBgn0033317	Drosophila melanogaster	CG8635 gene product from transcript CG8635-RA(CG8635)
P34739	FBgn0002542	Drosophila melanogaster	lodestar(lds)
A1Z6K9	FBgn0033072	Drosophila melanogaster	CG17994 gene product from transcript CG17994-RA(CG17994)
Q95RU0	FBgn0011204	Drosophila melanogaster	cueball(cue)
P91944	FBgn0020443	Drosophila melanogaster	Ef1alpha-like factor(Elf)
P91945	FBgn0004379	Drosophila melanogaster	Kinesin-like protein at 67A(Klp67A)
B7Z098	FBgn0037135	Drosophila melanogaster	CG7414 gene product from transcript CG7414-RC(CG7414)
Q0KHR1	FBgn0028343	Drosophila melanogaster	ANKLE2 ortholog(Ankle2)
Q7JWR4	FBgn0033781	Drosophila melanogaster	CG13319 gene product from transcript CG13319-RA(CG13319)
Q95S64	FBgn0030037	Drosophila melanogaster	CG12125 gene product from transcript CG12125-RC(CG12125)
Q0KI33	FBgn0038890	Drosophila melanogaster	CG7956 gene product from transcript CG7956-RD(CG7956)
Q9VKE7	FBgn0040968	Drosophila melanogaster	CG14933 gene product from transcript CG14933-RC(CG14933)
Q0KHR5	FBgn0030808	Drosophila melanogaster	Rho GTPase activating protein at 15B(RhoGAP15B)
Q0KI39	FBgn0038829	Drosophila melanogaster	CG17271 gene product from transcript CG17271-RB(CG17271)
P83094	FBgn0045073	Drosophila melanogaster	Stromal interaction molecule(Stim)
P83097	FBgn0046685	Drosophila melanogaster	CG31127 gene product from transcript CG31127-RA(Wsck)
O77434	FBgn0260855	Drosophila melanogaster	Sec22 ortholog (S. cerevisiae)(Sec22)
Q7KK97	FBgn0028563	Drosophila melanogaster	sugar transporter 1(sut1)
Q7KK96	FBgn0027783	Drosophila melanogaster	Structural maintenance of chromosomes 2(SMC2)
O77430	FBgn0025637	Drosophila melanogaster	SKP1-related A(SkpA)
A1Z6H0	FBgn0033032	Drosophila melanogaster	kune-kune(kune)
Q86BI8	FBgn0053051	Drosophila melanogaster	CG33051 gene product from transcript CG33051-RA(CG33051)
Q86BI9	FBgn0036837	Drosophila melanogaster	CG18135 gene product from transcript CG18135-RB(CG18135)
A1Z6H3	FBgn0259978	Drosophila melanogaster	vulcan(vlc)
Q9VKH0	FBgn0032361	Drosophila melanogaster	CG6488 gene product from transcript CG6488-RA(CG6488)
B7Z060	FBgn0010280	Drosophila melanogaster	TBP-associated factor 4(Taf4)
Q8SZ89	FBgn0031309	Drosophila melanogaster	TFB4 ortholog (S. cerevisiae)(Tfb4)
P53501	FBgn0000044	Drosophila melanogaster	Actin 57B(Act57B)
Q8SZ87	FBgn0031601	Drosophila melanogaster	CG3058 gene product from transcript CG3058-RA(Dim1)
Q7JWS8	FBgn0039532	Drosophila melanogaster	Mig-2-like(Mtl)
Q0KHS6	FBgn0030608	Drosophila melanogaster	Lipid storage droplet-2(Lsd-2)
Q9VTG0	FBgn0260795	Drosophila melanogaster	Na[+]-dependent inorganic phosphate cotransporter type III(NaPi-III)
A1Z6H6	FBgn0033038	Drosophila melanogaster	CG7791 gene product from transcript CG7791-RA(CG7791)
Q7JX41	FBgn0033081	Drosophila melanogaster	CG3183 gene product from transcript CG3183-RA(geminin)
A1Z6H7	FBgn0266580	Drosophila melanogaster	Gp210 ortholog (H. sapiens)(Gp210)
Q0KHS0	FBgn0040207	Drosophila melanogaster	katanin 80(kat80)
Q9W5H8	FBgn0040005	Drosophila melanogaster	CG17883 gene product from transcript CG17883-RB(CG17883)
Q7KRZ3	FBgn0266668	Drosophila melanogaster	Exo84 ortholog (S. cerevisiae)(Exo84)
Q9VGC3	FBgn0037998	Drosophila melanogaster	CG4848 gene product from transcript CG4848-RC(CG4848)
Q86BI3	FBgn0263603	Drosophila melanogaster	Zinc-finger protein at 72D(Zn72D)
A4V3J5	FBgn0001215	Drosophila melanogaster	Heterogeneous nuclear ribonucleoprotein at 98DE(Hrb98DE)
Q9NFV5	FBgn0041180	Drosophila melanogaster	Thioester-containing protein 4(Tep4)
B7Z073	FBgn0259720	Drosophila melanogaster	CG42374 gene product from transcript CG42374-RB(CG42374)
Q59DP9	FBgn0259214	Drosophila melanogaster	plasma membrane calcium ATPase(PMCA)
Q9VKG8	FBgn0032363	Drosophila melanogaster	CG6509 gene product from transcript CG6509-RA(CG6509)
Q8IMH5	FBgn0039801	Drosophila melanogaster	Niemann-Pick type C-2h(Npc2h)
Q9VTH1	FBgn0061469	Drosophila melanogaster	Ubiquitin protein ligase E3A(Ube3a)
Q95S88	FBgn0036557	Drosophila melanogaster	mitochondrial ribosomal protein S31(mRpS31)
A1Z6I7	FBgn0263855	Drosophila melanogaster	Bub1-related kinase(BubR1)
Q07DP5	FBgn0261793	Drosophila melanogaster	TATA box binding protein-related factor 2(Trf2)
Q9VKG4	FBgn0028490	Drosophila melanogaster	CG31705 gene product from transcript CG31705-RE(CG31705)
Q59E43	FBgn0052576	Drosophila melanogaster	CG32576 gene product from transcript CG32576-RB(CG32576)
Q9NG98	FBgn0040268	Drosophila melanogaster	Topoisomerase 3alpha(Top3alpha)
Q86BL4	FBgn0064115	Drosophila melanogaster	CG33649 gene product from transcript CG33649-RA(CG33649)
Q7KJV5	FBgn0029512	Drosophila melanogaster	Activator of SUMO 1(Aos1)
Q7KJV6	FBgn0029113	Drosophila melanogaster	Ubiquitin activating enzyme 2(Uba2)
Q7KRU0	FBgn0039790	Drosophila melanogaster	CG2246 gene product from transcript CG2246-RK(CG2246)
Q9VTM2	FBgn0036194	Drosophila melanogaster	CG11652 gene product from transcript CG11652-RA(CG11652)
Q9VTM6	FBgn0036198	Drosophila melanogaster	crimpled(crim)
Q9VTM5	FBgn0261381	Drosophila melanogaster	Mitochondrial Transcription Factor B1(mtTFB1)
Q7JWU9	FBgn0034242	Drosophila melanogaster	CG14480 gene product from transcript CG14480-RA(CG14480)
Q9VKJ9	FBgn0261983	Drosophila melanogaster	lethal (2) giant discs 1(l(2)gd1)
Q9VKJ4	FBgn0032346	Drosophila melanogaster	CG6249 gene product from transcript CG6249-RA(Csl4)
Q9VKJ3	FBgn0262647	Drosophila melanogaster	Nucleoporin 160kD(Nup160)
Q7KS50	FBgn0039056	Drosophila melanogaster	Centaurin beta 1A(CenB1A)
A8JNT4	FBgn0005536	Drosophila melanogaster	Myosin binding subunit(Mbs)
Q9W5N2	FBgn0040007	Drosophila melanogaster	Ribosomal protein L38(RpL38)
A8JNT7	FBgn0263606	Drosophila melanogaster	Heat shock protein cognate 20(Hsc20)
Q9VKI8	FBgn0032350	Drosophila melanogaster	CG6287 gene product from transcript CG6287-RA(CG6287)
Q7KK90	FBgn0034335	Drosophila melanogaster	Glutathione S transferase E1(GstE1)
