"Checked"	"Protein FDR Confidence Combined"	"Master"	"Protein Group IDs"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Mascot A5 Mascot"	"Number of Peptides by Search Engine A5 Mascot"	"Number of Razor Peptides"	"Abundance F1 127N Sample 1 unmated"	"Abundance F1 128N Sample 2 unmated"	"Abundance F1 129N Sample 1 mated"	"Abundance F1 129C Sample 3 unmated"	"Abundance F1 130N Sample 2 mated"	"Abundance F1 130C Sample 3 mated"	"Found in Sample in S1 F1 127N Sample 1 unmated"	"Found in Sample in S2 F1 128N Sample 2 unmated"	"Found in Sample in S3 F1 129N Sample 1 mated"	"Found in Sample in S4 F1 129C Sample 3 unmated"	"Found in Sample in S5 F1 130N Sample 2 mated"	"Found in Sample in S6 F1 130C Sample 3 mated"	"Number of Protein Groups"
"False"	"High"	"IsMasterProtein"	"1332"	"FBgn0000042"	"FBgn0000042"	"0.000"	"214.093"	"67"	"19"	"245"	"1"	"376"	"41.8"	"5.48"	"6164"	"19"	"43"	"25057.0"	"24657.8"	"31153.7"	"21343.8"	"28165.7"	"22755.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4919"	"FBgn0034087"	"FBgn0034087"	"0.000"	"214.002"	"42"	"54"	"103"	"54"	"1448"	"160.8"	"6.60"	"2123"	"54"	"0"	"13520.8"	"12952.3"	"18590.8"	"11325.2"	"14395.9"	"12507.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5285"	"FBgn0000556"	"FBgn0000556"	"0.000"	"211.894"	"75"	"30"	"283"	"30"	"463"	"50.3"	"9.07"	"3945"	"30"	"0"	"40894.3"	"40312.3"	"54484.2"	"33924.5"	"42918.2"	"36658.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4584"	"FBgn0003732"	"FBgn0003732"	"0.000"	"211.270"	"41"	"59"	"96"	"59"	"1447"	"164.3"	"8.22"	"1774"	"59"	"0"	"13773.0"	"12796.9"	"17192.3"	"11033.7"	"13852.6"	"11707.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1831"	"FBgn0027086"	"FBgn0027086"	"0.000"	"211.109"	"49"	"54"	"95"	"54"	"1229"	"141.0"	"7.52"	"1981"	"54"	"0"	"13561.5"	"12954.7"	"17284.5"	"10353.2"	"14473.0"	"12134.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5346"	"FBgn0030086"	"FBgn0030086"	"0.000"	"211.037"	"75"	"36"	"131"	"36"	"535"	"58.0"	"5.85"	"2762"	"36"	"0"	"16649.8"	"15621.1"	"19476.2"	"13354.7"	"16819.1"	"13914.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5197"	"FBgn0027580"	"FBgn0027580"	"0.000"	"210.962"	"51"	"52"	"98"	"52"	"1197"	"132.6"	"6.64"	"2343"	"52"	"0"	"16388.6"	"15700.3"	"20372.7"	"13794.1"	"16162.9"	"13560.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3191"	"FBgn0033688"	"FBgn0033688"	"0.000"	"208.794"	"33"	"68"	"87"	"68"	"2396"	"279.4"	"8.88"	"1853"	"68"	"0"	"16061.1"	"15167.8"	"19746.0"	"13588.9"	"15690.6"	"13705.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4195"	"FBgn0024352"	"FBgn0024352"	"0.000"	"208.462"	"69"	"36"	"111"	"36"	"490"	"55.7"	"6.81"	"1974"	"36"	"0"	"16646.1"	"15969.9"	"21872.1"	"13109.0"	"18581.9"	"15336.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3652"	"FBgn0014141"	"FBgn0014141"	"0.000"	"208.010"	"36"	"72"	"79"	"72"	"2429"	"262.6"	"6.04"	"1510"	"72"	"0"	"9755.0"	"8821.8"	"13015.1"	"10044.6"	"12780.8"	"11480.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5033"	"FBgn0035402"	"FBgn0035402"	"0.000"	"207.243"	"51"	"36"	"94"	"36"	"827"	"92.0"	"5.49"	"2295"	"36"	"0"	"13261.6"	"13031.4"	"16568.8"	"11535.1"	"13997.2"	"11836.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3978"	"FBgn0266717"	"FBgn0266717"	"0.000"	"205.728"	"16"	"70"	"83"	"70"	"4976"	"550.0"	"5.69"	"1478"	"70"	"0"	"9054.0"	"8006.0"	"11510.3"	"7747.2"	"9086.7"	"7977.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4571"	"FBgn0010621"	"FBgn0010621"	"0.000"	"205.540"	"70"	"36"	"124"	"36"	"542"	"59.2"	"6.25"	"2892"	"36"	"0"	"18999.5"	"18083.5"	"26008.8"	"17147.6"	"17965.7"	"17124.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1392"	"FBgn0000043"	"FBgn0000043"	"0.000"	"203.086"	"67"	"19"	"236"	"2"	"376"	"41.8"	"5.48"	"5999"	"19"	"0"	"364.8"	"336.5"	"405.8"	"300.9"	"317.8"	"304.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4491"	"FBgn0039562"	"FBgn0039562"	"0.000"	"202.648"	"55"	"45"	"112"	"45"	"787"	"90.2"	"5.02"	"2244"	"45"	"0"	"17383.8"	"17047.5"	"23357.7"	"14190.6"	"19755.7"	"16569.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3614"	"FBgn0020279"	"FBgn0020279"	"0.000"	"202.119"	"27"	"24"	"101"	"24"	"1417"	"144.3"	"7.21"	"3406"	"24"	"0"	"7204.2"	"7248.2"	"9496.7"	"6169.7"	"8788.0"	"7327.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4411"	"FBgn0263598"	"FBgn0263598"	"0.000"	"201.223"	"63"	"32"	"111"	"32"	"614"	"68.3"	"5.34"	"2315"	"32"	"0"	"14662.1"	"13998.1"	"19017.1"	"12041.6"	"16304.5"	"13363.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5309"	"FBgn0038611"	"FBgn0038611"	"0.000"	"199.779"	"43"	"37"	"101"	"37"	"966"	"110.5"	"8.16"	"2151"	"37"	"0"	"12554.4"	"12744.9"	"15539.0"	"9854.9"	"13965.9"	"11312.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2367"	"FBgn0037580"	"FBgn0037580"	"0.000"	"198.733"	"52"	"37"	"101"	"37"	"786"	"89.1"	"6.43"	"1804"	"37"	"0"	"15962.1"	"15508.9"	"20330.0"	"13638.1"	"16944.9"	"14464.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2587"	"FBgn0033698"	"FBgn0033698"	"0.000"	"198.654"	"36"	"63"	"79"	"63"	"1890"	"212.0"	"6.86"	"1649"	"63"	"0"	"13129.0"	"12165.4"	"15575.2"	"10947.7"	"12729.1"	"10872.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2567"	"FBgn0085436"	"FBgn0085436"	"0.000"	"198.603"	"29"	"64"	"80"	"64"	"2511"	"281.5"	"6.74"	"1684"	"64"	"0"	"10429.2"	"9592.2"	"12326.4"	"8533.8"	"9994.1"	"8412.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3243"	"FBgn0002645"	"FBgn0002645"	"0.000"	"196.411"	"52"	"45"	"102"	"45"	"1185"	"126.6"	"4.86"	"2596"	"45"	"0"	"11077.5"	"9613.9"	"11967.7"	"8998.7"	"10984.1"	"9340.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"637"	"FBgn0010100"	"FBgn0010100"	"0.000"	"195.863"	"58"	"38"	"97"	"32"	"787"	"85.3"	"8.24"	"2566"	"38"	"9"	"15354.6"	"15239.2"	"18371.7"	"11778.1"	"16312.0"	"13645.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"760"	"FBgn0028734"	"FBgn0028734"	"0.000"	"194.415"	"60"	"33"	"94"	"33"	"729"	"81.0"	"8.70"	"2044"	"33"	"0"	"10606.3"	"10144.3"	"13371.8"	"9753.7"	"11149.2"	"9483.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1433"	"FBgn0020503"	"FBgn0020503"	"0.000"	"192.819"	"38"	"61"	"71"	"61"	"1690"	"189.0"	"4.94"	"1593"	"61"	"0"	"9215.0"	"8372.9"	"11289.0"	"7688.1"	"10169.6"	"8415.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2924"	"FBgn0015019"	"FBgn0015019"	"0.000"	"192.013"	"67"	"34"	"119"	"34"	"544"	"59.4"	"6.80"	"2713"	"34"	"0"	"16721.0"	"16285.2"	"23265.0"	"13753.7"	"18129.3"	"15583.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4327"	"FBgn0263599"	"FBgn0263599"	"0.000"	"191.780"	"35"	"65"	"80"	"65"	"2142"	"244.4"	"6.04"	"1358"	"65"	"0"	"11989.8"	"11637.5"	"15520.5"	"10534.8"	"12487.5"	"10634.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2152"	"FBgn0020910"	"FBgn0020910"	"0.000"	"191.459"	"65"	"28"	"128"	"28"	"416"	"46.9"	"10.24"	"1851"	"28"	"0"	"20885.2"	"20859.1"	"28411.6"	"17085.0"	"22881.6"	"19334.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2047"	"FBgn0015778"	"FBgn0015778"	"0.000"	"189.834"	"44"	"24"	"132"	"24"	"690"	"74.9"	"7.37"	"3868"	"24"	"0"	"13119.4"	"12583.9"	"16810.2"	"9067.4"	"15097.1"	"12127.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3066"	"FBgn0028695"	"FBgn0028695"	"0.000"	"188.907"	"46"	"39"	"97"	"39"	"919"	"102.2"	"5.85"	"1536"	"39"	"0"	"19368.9"	"18533.5"	"22457.3"	"14997.5"	"19053.9"	"15641.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4819"	"FBgn0032242"	"FBgn0032242"	"0.000"	"187.503"	"49"	"38"	"95"	"38"	"756"	"86.3"	"6.19"	"1726"	"38"	"0"	"13907.1"	"13241.0"	"15719.4"	"11470.3"	"14080.6"	"11650.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4997"	"FBgn0027512"	"FBgn0027512"	"0.000"	"184.141"	"35"	"44"	"82"	"44"	"1398"	"156.5"	"5.20"	"2208"	"44"	"0"	"9189.1"	"8198.0"	"11144.3"	"7517.6"	"9131.2"	"7649.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4230"	"FBgn0004432"	"FBgn0004432"	"0.000"	"183.377"	"56"	"13"	"174"	"12"	"227"	"24.7"	"9.22"	"3043"	"13"	"1"	"21340.3"	"21711.4"	"27380.6"	"16849.5"	"21741.5"	"18668.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4077"	"FBgn0034258"	"FBgn0034258"	"0.000"	"182.718"	"49"	"43"	"91"	"43"	"910"	"105.6"	"6.06"	"2123"	"43"	"0"	"11330.2"	"10974.9"	"14976.3"	"9321.7"	"12251.3"	"10277.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4770"	"FBgn0028479"	"FBgn0028479"	"0.000"	"181.722"	"54"	"35"	"112"	"35"	"783"	"84.0"	"9.17"	"2126"	"35"	"0"	"18558.6"	"18351.7"	"22941.6"	"16582.9"	"18585.1"	"15494.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2842"	"FBgn0001091"	"FBgn0001091"	"0.000"	"181.613"	"69"	"21"	"202"	"6"	"332"	"35.3"	"8.18"	"3495"	"21"	"0"	"1984.1"	"2080.5"	"2764.6"	"1501.5"	"2248.8"	"1839.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"474"	"FBgn0087013"	"FBgn0087013"	"0.000"	"179.951"	"41"	"35"	"95"	"35"	"1105"	"123.5"	"4.73"	"2691"	"35"	"0"	"12649.4"	"12317.3"	"15676.0"	"10102.4"	"13474.5"	"11293.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"246"	"FBgn0003884"	"FBgn0003884"	"0.000"	"179.450"	"59"	"21"	"150"	"20"	"450"	"49.9"	"5.14"	"3802"	"21"	"3"	"17559.5"	"16989.7"	"22383.9"	"13711.6"	"17861.3"	"15805.2"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"
"False"	"High"	"IsMasterProtein"	"3240"	"FBgn0027329"	"FBgn0027329"	"0.000"	"179.246"	"72"	"32"	"125"	"32"	"533"	"58.2"	"6.62"	"2321"	"32"	"0"	"20366.2"	"19251.7"	"25468.5"	"16775.6"	"21328.9"	"17749.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1521"	"FBgn0053123"	"FBgn0053123"	"0.000"	"177.567"	"39"	"42"	"77"	"42"	"1182"	"134.8"	"7.64"	"1375"	"42"	"0"	"13183.7"	"12069.8"	"16262.6"	"10576.6"	"13316.3"	"11461.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3446"	"FBgn0002525"	"FBgn0002525"	"0.000"	"176.937"	"64"	"41"	"87"	"40"	"622"	"71.3"	"6.47"	"2232"	"41"	"1"	"11160.5"	"10019.3"	"13009.6"	"9065.8"	"11668.9"	"9710.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1363"	"FBgn0283427"	"FBgn0283427"	"0.000"	"176.757"	"26"	"56"	"66"	"55"	"2540"	"277.8"	"6.65"	"1322"	"56"	"1"	"4607.7"	"6263.2"	"15945.0"	"2892.7"	"12992.3"	"10342.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4475"	"FBgn0003279"	"FBgn0003279"	"0.000"	"175.502"	"61"	"32"	"136"	"32"	"401"	"45.0"	"11.47"	"2352"	"32"	"0"	"22732.2"	"22633.6"	"29839.6"	"18260.8"	"25902.9"	"21354.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1793"	"FBgn0002921"	"FBgn0002921"	"0.000"	"175.449"	"46"	"39"	"75"	"35"	"1041"	"115.5"	"5.69"	"1947"	"39"	"6"	"9615.6"	"9296.1"	"13382.4"	"8356.6"	"10863.6"	"9022.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3968"	"FBgn0024957"	"FBgn0024957"	"0.000"	"175.077"	"51"	"40"	"69"	"32"	"899"	"98.5"	"5.95"	"1628"	"40"	"10"	"9265.8"	"8764.2"	"10781.8"	"6793.4"	"9093.0"	"7486.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4581"	"FBgn0000359"	"FBgn0000359"	"0.000"	"173.468"	"69"	"15"	"201"	"15"	"284"	"29.9"	"8.69"	"6310"	"15"	"0"	"18592.4"	"23405.3"	"25714.1"	"15918.6"	"23661.3"	"17667.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3627"	"FBgn0030608"	"FBgn0030608"	"0.000"	"173.358"	"55"	"17"	"108"	"17"	"352"	"38.2"	"8.41"	"1723"	"17"	"0"	"12394.6"	"12244.5"	"15765.1"	"10254.7"	"14728.2"	"11920.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2464"	"FBgn0003676"	"FBgn0003676"	"0.000"	"172.431"	"56"	"29"	"106"	"29"	"557"	"59.5"	"6.39"	"2297"	"29"	"0"	"15666.4"	"15240.4"	"21710.3"	"14977.8"	"16396.6"	"14679.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2697"	"FBgn0023529"	"FBgn0023529"	"0.000"	"171.947"	"50"	"41"	"75"	"41"	"923"	"103.4"	"5.12"	"1777"	"41"	"0"	"9350.0"	"8861.3"	"11282.6"	"7649.6"	"9985.1"	"8494.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5183"	"FBgn0027079"	"FBgn0027079"	"0.000"	"171.930"	"45"	"43"	"73"	"43"	"1055"	"118.7"	"6.68"	"1676"	"43"	"0"	"10837.4"	"9922.9"	"13172.0"	"8776.3"	"10412.3"	"9065.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"719"	"FBgn0020236"	"FBgn0020236"	"0.000"	"171.815"	"44"	"40"	"74"	"40"	"1112"	"121.3"	"7.31"	"1563"	"40"	"0"	"10472.1"	"10206.1"	"12752.8"	"8512.9"	"10552.5"	"8622.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1681"	"FBgn0032444"	"FBgn0032444"	"0.000"	"171.432"	"50"	"27"	"130"	"27"	"533"	"57.1"	"7.56"	"2303"	"27"	"0"	"16261.6"	"16011.2"	"22669.6"	"14114.7"	"18980.8"	"15728.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"184"	"FBgn0262743"	"FBgn0262743"	"0.000"	"170.685"	"42"	"29"	"93"	"29"	"884"	"98.6"	"5.03"	"2199"	"29"	"0"	"10562.4"	"9681.9"	"12862.7"	"8590.6"	"10792.8"	"9003.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4947"	"FBgn0250848"	"FBgn0250848"	"0.000"	"168.957"	"47"	"24"	"104"	"24"	"549"	"62.1"	"6.74"	"1636"	"24"	"0"	"17438.2"	"17609.3"	"20829.1"	"14986.1"	"18860.2"	"15440.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3943"	"FBgn0001225"	"FBgn0001225"	"0.000"	"168.864"	"87"	"18"	"169"	"18"	"208"	"23.0"	"7.56"	"2674"	"18"	"0"	"27813.7"	"29320.3"	"33116.1"	"23787.4"	"30606.6"	"25203.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1056"	"FBgn0041188"	"FBgn0041188"	"0.000"	"166.283"	"37"	"28"	"82"	"28"	"1084"	"117.5"	"8.91"	"1956"	"28"	"0"	"8428.2"	"7861.1"	"9852.9"	"6712.2"	"8778.1"	"7372.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3367"	"FBgn0000116"	"FBgn0000116"	"0.000"	"165.970"	"47"	"25"	"87"	"25"	"562"	"61.2"	"7.49"	"1719"	"25"	"0"	"10894.3"	"11513.4"	"14191.1"	"9426.1"	"12601.9"	"10288.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"266"	"FBgn0260049"	"FBgn0260049"	"0.000"	"164.322"	"65"	"29"	"75"	"29"	"608"	"66.5"	"6.73"	"1762"	"29"	"0"	"11666.3"	"10901.9"	"13196.3"	"8505.0"	"11243.4"	"9148.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5129"	"FBgn0039214"	"FBgn0039214"	"0.000"	"163.420"	"17"	"60"	"63"	"60"	"3930"	"442.1"	"6.20"	"921"	"60"	"0"	"8816.7"	"8221.0"	"10966.6"	"7251.0"	"8680.3"	"7535.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4511"	"FBgn0033663"	"FBgn0033663"	"0.000"	"162.675"	"60"	"28"	"112"	"28"	"489"	"55.3"	"5.87"	"1882"	"28"	"0"	"18037.8"	"18105.9"	"21560.7"	"14497.3"	"19675.2"	"16062.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"339"	"FBgn0035720"	"FBgn0035720"	"0.000"	"162.129"	"50"	"33"	"70"	"30"	"818"	"88.2"	"9.36"	"2201"	"33"	"2"	"7845.6"	"7098.5"	"10755.5"	"5950.6"	"8941.0"	"7493.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1029"	"FBgn0034401"	"FBgn0034401"	"0.000"	"162.054"	"42"	"34"	"70"	"34"	"1022"	"112.4"	"8.51"	"1730"	"34"	"0"	"9645.0"	"9186.0"	"11565.4"	"8237.0"	"9955.5"	"8470.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2701"	"FBgn0061200"	"FBgn0061200"	"0.000"	"161.790"	"31"	"37"	"56"	"37"	"1929"	"201.1"	"8.18"	"1634"	"37"	"0"	"4419.0"	"3747.1"	"4832.7"	"3337.9"	"4071.4"	"3447.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"726"	"FBgn0261396"	"FBgn0261396"	"0.000"	"161.497"	"66"	"37"	"82"	"37"	"494"	"56.0"	"9.00"	"2127"	"37"	"0"	"11150.2"	"10374.4"	"13518.0"	"8644.2"	"11280.8"	"9304.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1435"	"FBgn0015929"	"FBgn0015929"	"0.000"	"161.481"	"59"	"39"	"60"	"39"	"866"	"96.6"	"7.52"	"1636"	"39"	"0"	"7516.6"	"6935.8"	"9106.5"	"6153.3"	"7412.7"	"6451.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4813"	"FBgn0022355"	"FBgn0022355"	"0.000"	"161.305"	"59"	"36"	"82"	"36"	"641"	"71.8"	"7.06"	"2377"	"36"	"0"	"22109.7"	"8715.2"	"9498.6"	"8021.5"	"11907.7"	"10170.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1987"	"FBgn0267727"	"FBgn0267727"	"0.000"	"159.425"	"62"	"23"	"107"	"23"	"522"	"57.8"	"5.35"	"2281"	"23"	"0"	"12052.7"	"11877.8"	"16610.5"	"10085.5"	"14160.9"	"11741.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3817"	"FBgn0031020"	"FBgn0031020"	"0.000"	"159.148"	"49"	"40"	"69"	"40"	"890"	"103.0"	"7.27"	"1694"	"40"	"0"	"9672.2"	"9251.9"	"12719.2"	"8226.2"	"9584.2"	"8448.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4134"	"FBgn0004650"	"FBgn0004650"	"0.000"	"159.144"	"27"	"47"	"57"	"47"	"2118"	"238.6"	"5.34"	"1394"	"47"	"0"	"7262.2"	"6694.4"	"8960.3"	"6305.8"	"7749.2"	"6565.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4334"	"FBgn0263006"	"FBgn0263006"	"0.000"	"158.296"	"38"	"39"	"67"	"39"	"1020"	"111.6"	"5.41"	"1469"	"39"	"0"	"9530.8"	"9122.0"	"13271.0"	"8298.6"	"10065.9"	"8365.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3703"	"FBgn0001125"	"FBgn0001125"	"0.000"	"157.831"	"57"	"22"	"79"	"22"	"431"	"48.1"	"8.50"	"1520"	"22"	"0"	"10018.7"	"10243.9"	"12981.3"	"8570.6"	"11379.7"	"9192.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4645"	"FBgn0002431"	"FBgn0002431"	"0.000"	"157.659"	"21"	"52"	"57"	"52"	"2887"	"318.9"	"5.96"	"1548"	"52"	"0"	"5761.6"	"5158.1"	"7256.9"	"4612.9"	"5852.4"	"5112.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"781"	"FBgn0040233"	"FBgn0040233"	"0.000"	"157.076"	"30"	"53"	"57"	"49"	"1931"	"221.7"	"5.58"	"1194"	"53"	"0"	"7225.7"	"6506.8"	"8391.0"	"6027.2"	"7639.1"	"6403.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"56"	"FBgn0050122"	"FBgn0050122"	"0.000"	"156.230"	"34"	"38"	"65"	"38"	"1272"	"140.5"	"5.01"	"1416"	"38"	"0"	"9308.8"	"9142.9"	"11376.5"	"7939.5"	"10169.0"	"8375.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1215"	"FBgn0025725"	"FBgn0025725"	"0.000"	"156.114"	"41"	"46"	"70"	"46"	"1234"	"139.2"	"7.65"	"1256"	"46"	"0"	"10520.8"	"10175.4"	"13523.0"	"8681.5"	"10923.2"	"9185.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4970"	"FBgn0036486"	"FBgn0036486"	"0.000"	"155.993"	"40"	"44"	"64"	"44"	"1190"	"133.1"	"7.28"	"1283"	"44"	"0"	"10325.3"	"9675.8"	"11785.7"	"8905.5"	"9728.7"	"8044.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2487"	"FBgn0024332"	"FBgn0024332"	"0.000"	"154.178"	"62"	"43"	"70"	"43"	"819"	"90.9"	"6.40"	"1766"	"43"	"0"	"10204.1"	"9518.4"	"12532.9"	"8703.4"	"10592.6"	"8818.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5228"	"FBgn0012036"	"FBgn0012036"	"0.000"	"153.713"	"58"	"21"	"73"	"21"	"520"	"57.0"	"6.80"	"1834"	"21"	"0"	"7246.9"	"6936.4"	"8838.7"	"6298.1"	"7626.3"	"6144.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
